HH_ID,HH_Size,HH_Size_Age_GT_4,HH_Size_Age_LT_4,HH_Anual_Income,Residence_Type,Num_Private_Car,Num_E_Bike,Num_Bike,Num_Motorcycle,Num_Van,Num_Public_Car,Num_Other_Mode,Car_Ownership,Residence_lng,Residence_lat
7f12d6d5c47512f1a91fb6680982535a0036,5,5,0,a ≤10,Dormitory,3,4,1,0,0,0,0,1,113.99535560904542,22.50892987833824
e81bb163cb92ad6ffa1332caf88842350037,2,2,0,d 30-50,Urban Village,0,4,2,1,0,0,0,0,114.02738149762922,22.549666373810084
71259944d502def83f3efb3c590ffc730038,7,7,0,b 10-20,Affordable Renting Housing,3,0,1,1,0,0,0,1,113.99594161107744,22.506093941723183
a381b19428f6b9b5d2118a40461e89f00039,5,5,0,c 20-30,Market Puchasing Housing,0,0,0,0,0,0,0,0,113.9992790958647,22.559958372987495
3ed045d2c2b144bf0fad15490395afeb0040,2,1,1,e 50-100,Others,3,1,2,1,0,0,0,1,113.99836464977338,22.55777619165935
0bb5d008e85d0066af5c3521cf8e02790041,3,3,0,c 20-30,Affordable Renting Housing,3,4,1,0,0,0,0,1,113.9992790958647,22.559958372987495
c4e44248f5c70fa56e2ecaca4528bdf10042,4,4,0,c 20-30,Affordable Renting Housing,3,4,2,0,0,0,0,1,113.99800933661554,22.557776798094192
fe21d356604461e98c773fcba59c7b7c0043,6,5,1,d 30-50,Others,1,1,1,1,0,0,0,1,114.03922437948818,22.55731805513212
81be4535b3c955f9ebc4610cb57cda060044,2,1,1,a ≤10,Market Puchasing Housing,3,1,2,0,0,0,0,1,114.00392536672082,22.508370642774175
8f09e7cdcf42f01e09614c1f785c018a0045,5,3,2,b 10-20,Others,0,4,0,0,0,0,0,0,114.00074343928667,22.51146454330097
5ccafe03fc963b4d3412a53dfe0ab9180046,5,3,2,a ≤10,Dormitory,3,1,2,0,0,0,0,1,113.9966824750715,22.508335730715533
98fe6e5aab03c740a29eef9936eba4890047,8,6,2,e 50-100,Market Puchasing Housing,1,0,2,1,0,0,0,1,114.02873659974696,22.56057116735369
fef964f172285a7e09047f664b81809d0048,9,7,2,a ≤10,Urban Village,2,4,1,0,0,0,0,1,114.04182774487651,22.54911164207174
bf621e01022ef4b0738c4fff33fba2ab0049,3,1,2,d 30-50,Market Puchasing Housing,1,4,2,0,0,0,0,1,114.03922437948818,22.55731805513212
b4ae258848030535c6dd6175106fc07a0050,4,4,0,b 10-20,Others,2,0,2,1,0,0,0,1,114.02437890222716,22.562272335376214
434c2eb5ba1ac345faf274359a78acf20051,8,7,1,f >100,Others,3,4,0,1,0,0,0,1,114.02362099969059,22.563046752960606
7c3d2bd6f146491c484182eb885649660052,7,5,2,f >100,Dormitory,2,0,0,0,0,0,0,1,114.02535389849828,22.560625222513956
727118a8a9794732f1e06e9653a0f5680053,7,5,2,e 50-100,Affordable Puchasing Housing,0,1,2,1,0,0,0,0,113.99800933661554,22.557776798094192
06c99e6f04b4894dc65dcad39145ae8a0054,13,11,2,b 10-20,Dormitory,2,4,2,1,0,0,0,1,113.99594161107744,22.506093941723183
c5b5a87378f062e2cb13f52b0ba4ac150055,1,1,0,a ≤10,Market Puchasing Housing,0,4,2,1,0,0,0,0,114.00333283045208,22.508595732444952
c61bc976b33b73a8f9c30d8ac32e89800056,4,3,1,f >100,Market Puchasing Housing,2,1,0,1,0,0,0,1,113.99912927894789,22.503231934311266
727118a8a9794732f1e06e9653a0f5680057,7,5,2,b 10-20,Urban Village,0,1,1,0,0,0,0,0,114.03454336808622,22.547877036638862
ecd79a50b3adac619837ee5e36a513d90058,5,3,2,c 20-30,Dormitory,0,0,2,1,0,0,0,0,114.00473519844736,22.509566582030313
9e2d487c10ba6fb0ef05a6187a9c86810059,3,3,0,f >100,Dormitory,3,4,0,1,0,0,0,1,113.99535560904542,22.50892987833824
9ccb3faef7b4c5eb5060bb65751cf17a0060,5,3,2,f >100,Others,2,1,2,0,0,0,0,1,113.99594161107744,22.506093941723183
78b37887c29365ace377d5c3154ad3eb0061,13,11,2,f >100,Others,3,4,1,1,0,0,0,1,114.00595604075046,22.54903923701784
06c99e6f04b4894dc65dcad39145ae8a0062,2,2,0,c 20-30,Others,3,1,2,1,0,0,0,1,114.00392536672082,22.508370642774175
4c61c0d7d2262cbffdbe82418e318d7d0063,2,2,0,e 50-100,Affordable Puchasing Housing,0,0,0,1,0,0,0,0,113.99535560904542,22.50892987833824
f6274080cafa81748522ba2ab23a8fca0064,6,5,1,d 30-50,Affordable Puchasing Housing,1,1,0,1,0,0,0,1,114.00595604075046,22.54903923701784
42b9f73006bcd7ba3d94abfe11d2d3f90065,9,7,2,c 20-30,Affordable Renting Housing,3,1,2,0,0,0,0,1,114.00074343928667,22.51146454330097
2b08b5c81482e64e4711e5842b9c54a00066,5,4,1,c 20-30,Dormitory,3,0,2,1,0,0,0,1,114.03454336808622,22.547877036638862
f4de9cb720ad5dffd234dcbb9d1d37610067,9,7,2,d 30-50,Urban Village,2,4,0,0,0,0,0,1,114.04182774487651,22.54911164207174
434c2eb5ba1ac345faf274359a78acf20068,8,7,1,b 10-20,Others,0,0,1,0,0,0,0,0,113.99912927894789,22.503231934311266
78b37887c29365ace377d5c3154ad3eb0069,3,1,2,e 50-100,Urban Village,0,1,0,1,0,0,0,0,114.03043865305888,22.561651136045295
a6b3a5c5d1ba1905277cc67fda54d8680070,2,2,0,f >100,Market Puchasing Housing,2,0,1,0,0,0,0,1,113.99840658300663,22.50118912615616
853a3c27952786eaab4b7256c5b626e20071,3,1,2,d 30-50,Affordable Renting Housing,1,1,0,1,0,0,0,1,113.9966824750715,22.508335730715533
35377c3030eb32b7c3bd1332a7e2579a0072,2,2,0,f >100,Market Puchasing Housing,0,4,1,1,0,0,0,0,114.00392536672082,22.508370642774175
8c5474d8bc03e8e0f354cf8b31558b880073,2,2,0,c 20-30,Affordable Renting Housing,1,1,1,0,0,0,0,1,113.9992790958647,22.559958372987495
8c5474d8bc03e8e0f354cf8b31558b880074,12,11,1,a ≤10,Others,2,1,0,0,0,0,0,1,113.99840658300663,22.50118912615616
abaf331aa40bee54a7ac95164d45a3280075,2,1,1,a ≤10,Market Puchasing Housing,0,1,1,0,0,0,0,0,114.01452118734166,22.50939878870163
4ef853c23b288ce31b3706593078aa940076,1,1,0,c 20-30,Market Puchasing Housing,2,0,1,0,0,0,0,1,114.02873659974696,22.56057116735369
fc071ba9847ba0239ed39e7c3c3d34850077,1,1,0,c 20-30,Affordable Renting Housing,1,0,0,0,0,0,0,1,114.03454336808622,22.547877036638862
eb2ece4f34e526d7c427c4fdb69c6ec80078,3,2,1,c 20-30,Affordable Puchasing Housing,3,1,1,1,0,0,0,1,113.99535560904542,22.50892987833824
bf621e01022ef4b0738c4fff33fba2ab0079,8,7,1,a ≤10,Affordable Renting Housing,3,4,1,0,0,0,0,1,114.00392536672082,22.508370642774175
e81bb163cb92ad6ffa1332caf88842350080,5,4,1,c 20-30,Urban Village,0,0,2,0,0,0,0,0,113.99836464977338,22.55777619165935
9251da0c3d7e39ec9e69f90074ba83510081,6,6,0,c 20-30,Urban Village,2,4,2,1,0,0,0,1,114.01452118734166,22.50939878870163
9615a0457161debf18bcb1c3253da19e0082,7,5,2,d 30-50,Market Puchasing Housing,0,4,1,1,0,0,0,0,114.02873659974696,22.56057116735369
9615a0457161debf18bcb1c3253da19e0083,7,7,0,f >100,Others,1,0,0,1,0,0,0,1,114.02437890222716,22.562272335376214
fef964f172285a7e09047f664b81809d0084,3,1,2,e 50-100,Others,0,4,2,0,0,0,0,0,113.99535560904542,22.50892987833824
241b2b0f3c94ecbc095192379a3c192f0085,6,5,1,e 50-100,Market Puchasing Housing,2,4,2,1,0,0,0,1,114.00595604075046,22.54903923701784
9ccb3faef7b4c5eb5060bb65751cf17a0086,4,3,1,f >100,Others,0,4,1,1,0,0,0,0,114.01464733574933,22.50994475203941
6cb680fa2d224fb2c2929be7bc98b99e0087,6,5,1,a ≤10,Urban Village,2,1,1,1,0,0,0,1,114.02362099969059,22.563046752960606
eb2ece4f34e526d7c427c4fdb69c6ec80088,11,11,0,e 50-100,Affordable Renting Housing,1,0,2,1,0,0,0,1,114.00595604075046,22.54903923701784
4f9286d9daceabb273052ae37aeb93d70089,7,5,2,a ≤10,Affordable Renting Housing,1,1,0,0,0,0,0,1,114.02873659974696,22.56057116735369
16f24df72a81d96ef0bf8417d1a4ff350090,4,3,1,c 20-30,Market Puchasing Housing,3,4,1,1,0,0,0,1,114.02362099969059,22.563046752960606
81182d16432e9243cf0eee48503f25c30091,4,4,0,d 30-50,Affordable Renting Housing,0,0,2,1,0,0,0,0,114.03043865305888,22.561651136045295
28674dfb70b7a17d40c3091b50ddb6010092,4,4,0,a ≤10,Others,3,0,0,0,0,0,0,1,113.99800933661554,22.557776798094192
b71f5a834f99b2290e0c59eb187221cd0093,7,5,2,d 30-50,Dormitory,1,0,1,0,0,0,0,1,114.02976890754269,22.551463517325857
115b68d6b6e2541c12be70081540b8a80094,2,2,0,f >100,Affordable Puchasing Housing,1,4,2,0,0,0,0,1,114.00392536672082,22.508370642774175
fb81b96c424a65ca9802a870c3ec45ea0095,12,11,1,b 10-20,Affordable Renting Housing,3,4,1,1,0,0,0,1,113.99836464977338,22.55777619165935
98fe6e5aab03c740a29eef9936eba4890096,5,4,1,a ≤10,Urban Village,1,1,0,0,0,0,0,1,114.00392536672082,22.508370642774175
44c35e3ac87f71e3f05fbeeb693cbc340097,5,4,1,d 30-50,Market Puchasing Housing,0,4,1,0,0,0,0,0,114.03454336808622,22.547877036638862
9251da0c3d7e39ec9e69f90074ba83510098,4,3,1,e 50-100,Urban Village,3,0,2,1,0,0,0,1,114.01452118734166,22.50939878870163
4d6294394bda9497869c81abd24845e20099,13,11,2,c 20-30,Urban Village,0,1,2,0,0,0,0,0,114.00595604075046,22.54903923701784
67d27aed6f28a00be6c81a1482a197f40100,2,2,0,b 10-20,Dormitory,3,4,1,0,0,0,0,1,114.03922437948818,22.55731805513212
16f24df72a81d96ef0bf8417d1a4ff350101,9,7,2,c 20-30,Urban Village,1,0,2,0,0,0,0,1,114.00074343928667,22.51146454330097
ffafc8c24b84fb620a842a14c3d007a30102,1,1,0,f >100,Market Puchasing Housing,1,1,2,0,0,0,0,1,114.04182774487651,22.54911164207174
0297913d335a12a936f97d6acbd410380103,7,5,2,d 30-50,Affordable Puchasing Housing,2,1,0,1,0,0,0,1,114.02873659974696,22.56057116735369
8425991396b44d36504b8d6239e7757d0104,8,6,2,c 20-30,Others,1,1,1,0,0,0,0,1,114.03922437948818,22.55731805513212
63f7edc32393b5d61ced3c4b7c1333d10105,12,11,1,c 20-30,Others,2,0,2,1,0,0,0,1,114.00595604075046,22.54903923701784
2186b8d18f66b304d9c8699c6d3e39920106,3,1,2,d 30-50,Affordable Renting Housing,0,4,1,1,0,0,0,0,113.99840658300663,22.50118912615616
e81bb163cb92ad6ffa1332caf88842350107,4,3,1,c 20-30,Market Puchasing Housing,0,1,2,0,0,0,0,0,114.00392536672082,22.508370642774175
fef964f172285a7e09047f664b81809d0108,2,1,1,f >100,Affordable Puchasing Housing,2,1,0,0,0,0,0,1,114.03922437948818,22.55731805513212
9615a0457161debf18bcb1c3253da19e0109,13,11,2,a ≤10,Urban Village,3,1,2,0,0,0,0,1,114.01464733574933,22.50994475203941
58e5c6ab49778e17451a04bdecbb30070110,4,3,1,a ≤10,Market Puchasing Housing,2,1,2,1,0,0,0,1,114.02738149762922,22.549666373810084
fe21d356604461e98c773fcba59c7b7c0111,5,4,1,e 50-100,Affordable Puchasing Housing,1,1,2,1,0,0,0,1,114.02535389849828,22.560625222513956
67d27aed6f28a00be6c81a1482a197f40112,13,11,2,f >100,Others,1,0,0,0,0,0,0,1,113.99594161107744,22.506093941723183
59baa6a9612115a7dda4ec40c94f985e0113,5,3,2,f >100,Urban Village,1,0,0,0,0,0,0,1,113.99800933661554,22.557776798094192
fc071ba9847ba0239ed39e7c3c3d34850114,7,5,2,f >100,Urban Village,2,4,2,0,0,0,0,1,114.03922437948818,22.55731805513212
c61bc976b33b73a8f9c30d8ac32e89800115,7,5,2,c 20-30,Affordable Renting Housing,3,1,2,0,0,0,0,1,114.03043865305888,22.561651136045295
434c2eb5ba1ac345faf274359a78acf20116,9,7,2,f >100,Affordable Puchasing Housing,0,0,1,0,0,0,0,0,113.9992790958647,22.559958372987495
5f1cae48604b8885b7b03f2e48d6e2880117,7,7,0,d 30-50,Urban Village,2,4,2,0,0,0,0,1,113.99836464977338,22.55777619165935
16f24df72a81d96ef0bf8417d1a4ff350118,9,7,2,e 50-100,Affordable Puchasing Housing,2,1,0,1,0,0,0,1,114.02976890754269,22.551463517325857
6dd5351a45908aa3389e74b3bfe2bccf0119,3,3,0,d 30-50,Urban Village,3,0,1,0,0,0,0,1,113.99594161107744,22.506093941723183
