HH_ID,Person_ID2,Person_ID,Age,Gender,Register_in_SZ,Education,Income,Occupation,Work_City,Workplace_lng,Workplace_lat
115b68d6b6e2541c12be70081540b8a80008,6,8265e645c5fd05280129bfdf699f73420039,18,Female,False,Vocational College,20-30,Company Manager,Shenzhen,114.06032001894629,22.553070334133807
115b68d6b6e2541c12be70081540b8a80008,7,3285f459d218c1c1162e78978606656c0040,38,Female,True,nan,30-50,Civil Servant,Shenzhen,114.0486557166046,22.560644684874624
115b68d6b6e2541c12be70081540b8a80008,8,8a26205dec42641fd29d64ea467ad36e0041,76,Male,True,Bachelor,GT 50,Company Common Employee,Shenzhen,114.05679519088585,22.54128772987797
115b68d6b6e2541c12be70081540b8a80008,9,303b53533921733916d1f68de94c5a670042,7,Male,True,Master,15-20,Servant,Shenzhen,114.06226120412735,22.53883245867829
3ed045d2c2b144bf0fad15490395afeb0009,1,88f52345eb2f53bcf090278029dca3b20043,44,Female,False,Ph.D,20-30,Health Worker,Shenzhen,114.05869010101034,22.566974980569906
3ed045d2c2b144bf0fad15490395afeb0009,2,586e31fd9bee2043560c02060e7995fa0044,20,Female,True,Ph.D,20-30,Self-Employed Worker,Shenzhen,114.03347549370498,22.537678019033432
3ed045d2c2b144bf0fad15490395afeb0009,3,ef0e921357f536e7634daf88e62608750045,57,Male,False,Senior Middle School,20-30,Company Manager,Shenzhen,114.06032001894629,22.553070334133807
3ed045d2c2b144bf0fad15490395afeb0009,4,bc575b5129920ac8b4a16c5bb913f6b90046,75,Male,True,Master,GT 50,Teacher,Shenzhen,114.0486557166046,22.560644684874624
3ed045d2c2b144bf0fad15490395afeb0009,5,afa1f298c2af42e55b51406ec5e99e660047,32,Male,True,nan,30-50,Primary / Middle School Student,Shenzhen,114.10644386276769,22.54879942561909
3ed045d2c2b144bf0fad15490395afeb0009,6,93bb6e3759302fbb1b434daca5e6230c0048,76,Male,True,Bachelor,15-20,Teacher,Shenzhen,114.06209138545168,22.550842113050976
3ed045d2c2b144bf0fad15490395afeb0009,7,a43a1815e2e293e7f4557984f237fc920049,72,Female,False,Senior Middle School,nan,Company Business Personnel,Shenzhen,114.02933328487222,22.752920845997117
3ed045d2c2b144bf0fad15490395afeb0009,8,9c5d56607475c5dc9b34559734f4488a0050,4,Male,True,Ph.D,20-30,University Student,Shenzhen,114.05821103900357,22.54941089510577
3ed045d2c2b144bf0fad15490395afeb0009,9,a6414285d5d1648aaf9398112aa8b45b0051,56,Male,False,Secondary Vocational School,15-20,Driver / Delivery Worker,Shenzhen,114.05973750580635,22.55117756873358
f6274080cafa81748522ba2ab23a8fca0010,1,5b4fdeda233cfb0cb3a3da381bcc39170052,72,Male,False,Junior Middle School and Below,GT 50,Company Manager,Shenzhen,114.058595312081,22.517711869601026
f6274080cafa81748522ba2ab23a8fca0010,2,000dcdd5359a5c265e0cdab7b40786490053,82,Female,True,Vocational College,GT 50,Health Worker,Shenzhen,114.0538860114508,22.54912945649459
02cf77490c4cb81fdc40044aa96661f60011,1,d346bbe8c49b767cdf80bfec78f35ece0054,52,Male,True,Junior Middle School and Below,LT 10,Company Manager,Shenzhen,114.06032001894629,22.553070334133807
02cf77490c4cb81fdc40044aa96661f60011,2,c345ab889ef5340487217e7c2bd68dca0055,51,Female,True,Secondary Vocational School,LT 10,Teacher,Shenzhen,114.06199022460724,22.55177158991461
02cf77490c4cb81fdc40044aa96661f60011,3,a0c0132676a053428d48af6b91f1fa270056,53,Female,False,Secondary Vocational School,10-15,Free Occupation,Shenzhen,114.06382935011015,22.54387510914248
02cf77490c4cb81fdc40044aa96661f60011,4,d346bbe8c49b767cdf80bfec78f35ece0057,81,Female,False,Secondary Vocational School,30-50,University Student,Shenzhen,114.06032001894629,22.553070334133807
02cf77490c4cb81fdc40044aa96661f60011,5,9421af9adadc7bc7e0335b52992629400058,34,Female,False,Bachelor,nan,Company Business Personnel,Shenzhen,114.03869930505054,22.55325981111097
02cf77490c4cb81fdc40044aa96661f60011,6,40226af5c5ee68e1b06ceace13b929a30059,74,Female,True,Bachelor,GT 50,Health Worker,Shenzhen,114.02021931050258,22.55420696329795
2186b8d18f66b304d9c8699c6d3e39920012,1,6f282b6d525e6846e68ade85782d6a550060,32,Male,True,Senior Middle School,30-50,Self-Employed Worker,Shenzhen,114.05804057437004,22.54755893993475
2186b8d18f66b304d9c8699c6d3e39920012,2,f37cf94a2c991a298a8e2c15e1fc5eb60061,7,Male,False,Master,GT 50,University Student,Shenzhen,113.93356178388584,22.493943339357358
2186b8d18f66b304d9c8699c6d3e39920012,3,6f282b6d525e6846e68ade85782d6a550062,25,Male,False,nan,30-50,Retired,,,
2186b8d18f66b304d9c8699c6d3e39920012,4,62d1c62db9a5317033c1185ccddd3a5d0063,64,Female,True,Ph.D,nan,Company Common Employee,Shenzhen,114.02947847792612,22.540922911661358
2186b8d18f66b304d9c8699c6d3e39920012,5,ce9e7a8a514f5b7f64b1075192d58baa0064,48,Male,False,nan,20-30,Servant,Shenzhen,113.91622457327284,22.566192020185238
2186b8d18f66b304d9c8699c6d3e39920012,6,51179e4daf15d7d1e3946df5c38652230065,64,Female,True,Bachelor,GT 50,Driver / Delivery Worker,Shenzhen,114.0538860114508,22.54912945649459
2186b8d18f66b304d9c8699c6d3e39920012,7,6b86ef0061cc5241b22470999c5397800066,18,Male,False,Senior Middle School,GT 50,Self-Employed Worker,Shenzhen,114.0692276950588,22.53986337026175
2186b8d18f66b304d9c8699c6d3e39920012,8,c28aa2da43c8c878fe1d956dc7072afd0067,4,Male,True,Senior Middle School,10-15,Company Common Employee,Shenzhen,114.24322625973795,22.563340497804003
2186b8d18f66b304d9c8699c6d3e39920012,9,5a60d7be18a7e62f4ed13b224c5658f50068,80,Female,False,Vocational College,20-30,Self-Employed Worker,Shenzhen,114.04148890975958,22.54728057016992
2186b8d18f66b304d9c8699c6d3e39920012,10,78d17881f78f2c0604617ccad2e7b77e0069,24,Male,False,Master,20-30,Civil Servant,Shenzhen,114.06032001894629,22.553070334133807
2186b8d18f66b304d9c8699c6d3e39920012,11,e448d928792d4eb381d4284b5c1fcbce0070,75,Male,False,Vocational College,10-15,Primary / Middle School Student,Shenzhen,114.0505224239246,22.550688108656765
2186b8d18f66b304d9c8699c6d3e39920012,12,375e46fad42a9f94f99ae9eab881f99a0071,44,Male,True,Senior Middle School,10-15,Company Common Employee,Shenzhen,114.06205970638732,22.54676943097155
4d6294394bda9497869c81abd24845e20013,1,dd4ac4ab1e878485304b8693bcd3da070072,35,Male,True,Master,LT 10,Self-Employed Worker,Shenzhen,114.03869930505054,22.55325981111097
4d6294394bda9497869c81abd24845e20013,2,2c8dc2d8076ca953ad7ac8b67fc77e540073,23,Female,True,Secondary Vocational School,GT 50,Company Business Personnel,Shenzhen,114.09287085076176,22.55172869647344
4d6294394bda9497869c81abd24845e20013,3,522865f9d657d7044ad449d6d80986ee0074,48,Male,True,Senior Middle School,10-15,nan,Shenzhen,114.06144195663558,22.53892247001041
4d6294394bda9497869c81abd24845e20013,4,8e5cec2e4ded5b0ef514d147a6eb9a8f0075,65,Female,True,Vocational College,20-30,Company Manager,Shenzhen,121.55267060141644,31.230495098849868
c4e44248f5c70fa56e2ecaca4528bdf10014,1,e81c0b886bbcaa6b562693dd848be4a50076,6,Male,False,Junior Middle School and Below,LT 10,Teacher,Shenzhen,114.02021931050258,22.55420696329795
c4e44248f5c70fa56e2ecaca4528bdf10014,2,074b6ef2807198f7f070b2e1026a86990077,81,Female,True,Secondary Vocational School,LT 10,Company Manager,Shenzhen,114.02933328487222,22.752920845997117
c4e44248f5c70fa56e2ecaca4528bdf10014,3,af7612c4824d443dca030675e5d586490078,63,Female,False,Ph.D,LT 10,Unemployment,,,
c4e44248f5c70fa56e2ecaca4528bdf10014,4,80b07fc5d1da658cb8b6c5e51e4151530079,7,Male,True,Senior Middle School,15-20,Servant,Shenzhen,114.0620771717006,22.543057222193603
78b37887c29365ace377d5c3154ad3eb0015,1,cda523b024435b3ba3b62528a81b4d290080,45,Male,False,Bachelor,10-15,Primary / Middle School Student,Shenzhen,114.06209138545168,22.550842113050976
78b37887c29365ace377d5c3154ad3eb0015,2,2ec51ddd40c8c7eb621636a7873ee8cc0081,51,Female,True,Ph.D,GT 50,Company Manager,Shenzhen,114.07105612705769,22.53743996276001
f4de9cb720ad5dffd234dcbb9d1d37610016,1,36b2896e99249e10588e401afb1ee36c0082,55,Female,True,Vocational College,nan,Civil Servant,Shenzhen,114.05235417962759,22.5461631659021
f4de9cb720ad5dffd234dcbb9d1d37610016,2,c8698656f2252799c4ea5e8f3d3b2a770083,77,Male,True,Master,30-50,Teacher,Shenzhen,114.0738741042038,22.55304731086264
f4de9cb720ad5dffd234dcbb9d1d37610016,3,cafdc40259f40ed336bcf3184d9ea2d60084,57,Female,False,Senior Middle School,15-20,Civil Servant,Shenzhen,114.04148890975958,22.54728057016992
81182d16432e9243cf0eee48503f25c30017,1,e5de3df9006b9453a6c9361c9dc84bd40085,61,Female,False,Secondary Vocational School,LT 10,Unemployment,,,
81182d16432e9243cf0eee48503f25c30017,2,b7d8ae6675fb0d0d0e122f0cb8ef10640086,63,Male,False,nan,nan,Driver / Delivery Worker,Shenzhen,114.05210073743766,22.547857780289373
81182d16432e9243cf0eee48503f25c30017,3,7e4b4605f666fa6f3f1a09a3b4c789d70087,74,Female,False,Master,LT 10,Civil Servant,Shenzhen,114.03347549370498,22.537678019033432
81182d16432e9243cf0eee48503f25c30017,4,000c230deaacbb0f96dab1174523dbef0088,37,Male,True,Vocational College,GT 50,Servant,Shenzhen,114.24322625973795,22.563340497804003
81182d16432e9243cf0eee48503f25c30017,5,35ad65c3095dbc803a9f0baf21f6bf1f0089,32,Male,False,Senior Middle School,20-30,Teacher,Shenzhen,114.0417770280362,22.559871917027817
81182d16432e9243cf0eee48503f25c30017,6,64d86f885f7b133d90be1014787c9b9d0090,58,Female,True,Senior Middle School,10-15,Unemployment,,,
81182d16432e9243cf0eee48503f25c30017,7,0994b5ecab480273099410ebd76c938d0091,59,Female,False,Master,nan,Company Manager,Shenzhen,114.09211830747844,22.54306770917067
c6df3253916caf33b508a526260c2f2c0018,1,298f8865fcfa8fb5c33ccd296afc73360092,44,Female,True,nan,30-50,Servant,Shenzhen,114.04867902419477,22.54589560632769
c6df3253916caf33b508a526260c2f2c0018,2,497f4a7033dea1a8faa7430e524874f60093,5,Male,True,nan,15-20,Servant,Shenzhen,114.02605414361072,22.62958046813581
c6df3253916caf33b508a526260c2f2c0018,3,5fbbf333d0938a4848c8fc6ac5da03350094,58,Female,False,nan,nan,Civil Servant,Shenzhen,114.0527368185553,22.556241739012194
c6df3253916caf33b508a526260c2f2c0018,4,a43a1815e2e293e7f4557984f237fc920095,24,Female,False,nan,LT 10,Civil Servant,Shenzhen,114.06138294175905,22.55306030012505
c6df3253916caf33b508a526260c2f2c0018,5,0cced82ca480a9f754b95af60cde9e340096,55,Male,False,Vocational College,15-20,Driver / Delivery Worker,Shenzhen,114.0871050251155,22.53943635249345
78b37887c29365ace377d5c3154ad3eb0019,1,eebe30ca28cf641bba87fc704188ac700097,57,Female,False,Bachelor,LT 10,nan,Shenzhen,114.06382935011015,22.54387510914248
78b37887c29365ace377d5c3154ad3eb0019,2,de7ff11e9b18f9961e478f3a808f85850098,37,Male,True,Secondary Vocational School,GT 50,Unemployment,,,
78b37887c29365ace377d5c3154ad3eb0019,3,ca51d467e2c1d415d99205c704415b710099,67,Male,True,Secondary Vocational School,20-30,Driver / Delivery Worker,Shenzhen,114.0538860114508,22.54912945649459
350a8b61071a64c6ae44b238dad7a1d90020,1,7020ffbe3c6a1223e06311c123037b930100,70,Male,False,Ph.D,15-20,Teacher,Shenzhen,114.03869930505054,22.55325981111097
350a8b61071a64c6ae44b238dad7a1d90020,2,5b4fdeda233cfb0cb3a3da381bcc39170101,75,Male,False,Secondary Vocational School,GT 50,Servant,Shenzhen,114.03637999272426,22.541684161603733
350a8b61071a64c6ae44b238dad7a1d90020,3,92472a464ff1e4ff49f6137edb7884ed0102,57,Male,True,Master,20-30,Self-Employed Worker,Shenzhen,114.01824347820343,22.54123611915435
350a8b61071a64c6ae44b238dad7a1d90020,4,be38e319111e47eb1de1d000dae807560103,24,Male,False,Junior Middle School and Below,GT 50,Civil Servant,Shenzhen,114.06032001894629,22.553070334133807
350a8b61071a64c6ae44b238dad7a1d90020,5,eb9a27e53b1674c87cf6b5e38ab127330104,16,Female,False,Secondary Vocational School,nan,Primary / Middle School Student,Shenzhen,114.0505224239246,22.550688108656765
350a8b61071a64c6ae44b238dad7a1d90020,6,a79ef919d88c89ea903fafa7629afcfd0105,66,Female,False,Vocational College,nan,Teacher,Shenzhen,114.06836173266709,22.54669440352167
350a8b61071a64c6ae44b238dad7a1d90020,7,905fdba7779632aa7a3c83b029bb6cab0106,3,Female,True,Master,GT 50,Self-Employed Worker,Shenzhen,114.05869010101034,22.566974980569906
350a8b61071a64c6ae44b238dad7a1d90020,8,b52b5731d92dd6aa346bd667ce15d4f70107,28,Female,True,Ph.D,GT 50,Free Occupation,Shenzhen,114.06616814989609,22.549343589061138
53a6f328c829d9c5a5e420a0ebef15750021,1,6adb39ae1d5721c115f8a5ab8e0f07a20108,36,Female,True,Senior Middle School,10-15,University Student,Shenzhen,114.05235417962759,22.5461631659021
53a6f328c829d9c5a5e420a0ebef15750021,2,7a8e0175c1d69b09f94e26770174d3370109,33,Male,True,nan,20-30,Teacher,Shenzhen,114.05966074432344,22.548506960702767
f807a9d76897d2efb5a08ee045523af20022,1,877a2dc1009c7f024000a91c7113029d0110,44,Female,True,Ph.D,20-30,Self-Employed Worker,Shenzhen,114.03347549370498,22.537678019033432
f807a9d76897d2efb5a08ee045523af20022,2,a16bf25d3e62ae86118615223b18ec160111,68,Female,True,Bachelor,15-20,Self-Employed Worker,Shenzhen,113.95061991385792,22.55300509195057
86f6cf71b8e31ef79963cba4dc16c1050023,1,e64fce496d41362d568d4e23c2b0fb320112,28,Female,False,Master,30-50,Teacher,Shenzhen,114.06144195663558,22.53892247001041
86f6cf71b8e31ef79963cba4dc16c1050023,2,2409bf3e964cce304b7103a41384a1d30113,30,Female,False,Vocational College,15-20,Company Manager,Shenzhen,113.91622457327284,22.566192020185238
86f6cf71b8e31ef79963cba4dc16c1050023,3,e60e2d4f134b3fab68d788a53b0dd08e0114,47,Female,True,nan,GT 50,Company Manager,Shenzhen,114.01478722376663,22.54033030500171
86f6cf71b8e31ef79963cba4dc16c1050023,4,9ac1ea8eb95df8ca344a1f82d57e679c0115,58,Male,True,Master,30-50,Driver / Delivery Worker,Shenzhen,114.11711969006063,22.549017401038146
86f6cf71b8e31ef79963cba4dc16c1050023,5,7dc7b30d9cdfac9f837734e648da901d0116,36,Male,False,Bachelor,LT 10,Company Manager,Shenzhen,114.05804057437004,22.54755893993475
56c7b2eed30fcc9f71ef2f8a9847a1b90024,1,238eb64865f9e5477f0a300f231b046a0117,72,Female,True,Master,nan,Primary / Middle School Student,Shenzhen,114.05337754682115,22.547174799220944
56c7b2eed30fcc9f71ef2f8a9847a1b90024,2,00729d990efe06f8b80e19ce6cde7c870118,55,Male,False,Vocational College,20-30,University Student,Shenzhen,114.0505224239246,22.550688108656765
b4ae258848030535c6dd6175106fc07a0025,1,28f9e3360ca6b8e5bc46e21c0fa8d0990119,77,Male,False,Junior Middle School and Below,GT 50,Servant,Shenzhen,114.05328072417005,22.550922113816647
b4ae258848030535c6dd6175106fc07a0025,2,3041db73fab7bde9daad0183baabbca80120,63,Female,False,Vocational College,nan,Self-Employed Worker,Shenzhen,114.06382935011015,22.54387510914248
b4ae258848030535c6dd6175106fc07a0025,3,e81c0b886bbcaa6b562693dd848be4a50121,33,Male,True,Vocational College,GT 50,University Student,Shenzhen,114.05804057437004,22.54755893993475
b4ae258848030535c6dd6175106fc07a0025,4,8f311ecc5df2ad65ff6bcce4e5c595050122,46,Female,True,Vocational College,10-15,Self-Employed Worker,Shenzhen,114.05966074432344,22.548506960702767
b4ae258848030535c6dd6175106fc07a0025,5,8f6de50148f05a769d01b73651dd7f8a0123,48,Male,False,Senior Middle School,30-50,nan,Shenzhen,114.11743334992977,22.549911143603286
b4ae258848030535c6dd6175106fc07a0025,6,23993e219615659b6054f92a2daf01540124,76,Female,False,Ph.D,20-30,Company Business Personnel,Shenzhen,114.03869930505054,22.55325981111097
b4ae258848030535c6dd6175106fc07a0025,7,78a59cfe523f7bbacbc146522eff441a0125,11,Female,False,Junior Middle School and Below,15-20,Self-Employed Worker,Shenzhen,114.061382650918,22.636116597577104
b4ae258848030535c6dd6175106fc07a0025,8,ed37e9f7224fd0b8945f6424cb77c0a60126,21,Female,False,Ph.D,GT 50,Teacher,Shenzhen,114.06193151944812,22.54893777893761
b4ae258848030535c6dd6175106fc07a0025,9,ccf0119e50c7bbf62f62e487b97e4d160127,37,Male,False,Secondary Vocational School,10-15,Company Common Employee,Shenzhen,114.02628505010055,22.547586890823265
b4ae258848030535c6dd6175106fc07a0025,10,4a1d77c4d5405457ddbecf0633fa49190128,36,Female,True,Ph.D,15-20,Driver / Delivery Worker,Shenzhen,114.11711969006063,22.549017401038146
b4ae258848030535c6dd6175106fc07a0025,11,b99981f21dcf023a6aebdaa1a7c88f1c0129,46,Male,True,Bachelor,10-15,Retired,,,
e81bb163cb92ad6ffa1332caf88842350026,1,de7ff11e9b18f9961e478f3a808f85850130,13,Male,True,Master,10-15,Free Occupation,Shenzhen,114.06032001894629,22.553070334133807
e81bb163cb92ad6ffa1332caf88842350026,2,7a8e0175c1d69b09f94e26770174d3370131,9,Male,False,Junior Middle School and Below,LT 10,Primary / Middle School Student,Shenzhen,114.06032001894629,22.553070334133807
e81bb163cb92ad6ffa1332caf88842350026,3,98830bbde26b2e00c093871a70a82d2a0132,22,Female,True,Senior Middle School,nan,Teacher,Shenzhen,114.05928753530615,22.54363871831725
86f6cf71b8e31ef79963cba4dc16c1050027,1,5c0ee3873b173e9396d5afe127aefb180133,26,Female,True,Secondary Vocational School,GT 50,Company Manager,Shenzhen,114.0550316431762,22.547514351420087
86f6cf71b8e31ef79963cba4dc16c1050027,2,46292e50609d0a3c40c0b23d86d6cb5d0134,50,Male,False,Ph.D,GT 50,nan,Shenzhen,114.05973750580635,22.55117756873358
86f6cf71b8e31ef79963cba4dc16c1050027,3,635e0d2850757f9e1b7e0deece0027f40135,5,Female,False,Bachelor,nan,Teacher,Shenzhen,114.06382935011015,22.54387510914248
86f6cf71b8e31ef79963cba4dc16c1050027,4,ce9e7a8a514f5b7f64b1075192d58baa0136,29,Male,False,Master,15-20,Teacher,Shenzhen,114.0527368185553,22.556241739012194
86f6cf71b8e31ef79963cba4dc16c1050027,5,3ec10ad9864a4d1eff4ed2ac2dbe46540137,82,Male,True,Bachelor,GT 50,Primary / Middle School Student,Shenzhen,113.931546204151,22.512739909494623
86f6cf71b8e31ef79963cba4dc16c1050027,6,d2e8f244c1aed635e5495eab2b02aea60138,76,Male,False,Vocational College,LT 10,Civil Servant,Shenzhen,113.94609136493686,22.522951744854122
86f6cf71b8e31ef79963cba4dc16c1050027,7,b24c82ee0b469707d16dfc42bf40b6440139,17,Male,True,Senior Middle School,30-50,Primary / Middle School Student,Shenzhen,114.02728338710052,22.550335298247127
86f6cf71b8e31ef79963cba4dc16c1050027,8,298185597a7528c161f35e75b3d734780140,8,Male,False,nan,10-15,Unemployment,,,
c4e44248f5c70fa56e2ecaca4528bdf10028,1,e7b2ce2db58bc73e2db31d1e078cf6c20141,51,Female,True,Bachelor,LT 10,Health Worker,Shenzhen,114.05122960777264,22.551037026159676
c4e44248f5c70fa56e2ecaca4528bdf10028,2,23993e219615659b6054f92a2daf01540142,26,Male,False,nan,nan,Teacher,Shenzhen,114.0538860114508,22.54912945649459
16f24df72a81d96ef0bf8417d1a4ff350029,1,0c646ad58ab63cac08524adae0c956700143,54,Female,False,Secondary Vocational School,LT 10,Teacher,Shenzhen,114.0538860114508,22.54912945649459
16f24df72a81d96ef0bf8417d1a4ff350029,2,388b87426f80fa682fc0f18f2ca71ff00144,13,Female,True,Junior Middle School and Below,15-20,Company Common Employee,Shenzhen,114.0620771717006,22.543057222193603
16f24df72a81d96ef0bf8417d1a4ff350029,3,1a9ec7a880af7d45807aa90a62ae46d60145,21,Male,False,Bachelor,30-50,Primary / Middle School Student,Shenzhen,114.05103158563914,22.550996439557228
16f24df72a81d96ef0bf8417d1a4ff350029,4,d0ac56906f5637fdb2ed8e4d7b543cf90146,63,Male,False,Bachelor,20-30,Retired,,,
