HH_ID,Person_ID,Trip_ID,Trip_Purpose,From_Time,Main_Mode,In-Vehicle Persons,To_Time,Trip_Dist,From_TAZ,To_TAZ,From_City,To_City,From_lng,From_lat,To_lng,To_lat
02cf77490c4cb81fdc40044aa96661f60007,8eb4005a509f57e2eadb976a8a6a6a9f0028,1,Visiting Friends,10:40,Shared Bike,,13:40,5.183908,033daef61ea8721921fbbeebb6f87313,fed33392d3a48aa149a87a38b875ba4a,Shenzhen,Shenzhen,114.01452118734166,22.50939878870163,114.10369298041994,22.55255650642468
02cf77490c4cb81fdc40044aa96661f60007,8eb4005a509f57e2eadb976a8a6a6a9f0028,2,Others,17:20,Bus,,20:30,13.186822,b60c5ab647a27045b462934977ccad9a,b06f50d1f89bd8b2a0fb771c1a69c2b0,Shenzhen,Shenzhen,114.10369298041994,22.55255650642468,113.94609136493686,22.522951744854122
02cf77490c4cb81fdc40044aa96661f60007,6c55dbba5f52a36df529316889c0cd540029,1,Pick up,10:00,Company Car,,10:55,2.728984,a1519de5b5d44b31a01de013b9b51a80,23d2e1578544b172cca332ff74bddf5f,Shenzhen,Shenzhen,114.01452118734166,22.50939878870163,114.0894826542778,22.54884388699448
02cf77490c4cb81fdc40044aa96661f60007,74ea20e6ed158f71f872b5df4ef24fd10030,1,Visiting Friends,14:10,Bus,,16:15,17.032626999999998,e327b1649d06bf74fceb4fe73f83bdba,93d65641ff3f1586614cf2c1ad240b6c,Shenzhen,Shenzhen,114.01452118734166,22.50939878870163,114.04975748755292,22.55357183349484
02cf77490c4cb81fdc40044aa96661f60007,5325acbfb00fdcc8588e1a6fe870782d0031,1,Go to Hospital,06:55,Walk,,07:15,2.426715,a0e2a2c563d57df27213ede1ac4ac780,afdec7005cc9f14302cd0474fd0f3c96,Shenzhen,Shenzhen,114.01452118734166,22.50939878870163,114.05479328723436,22.548521186728074
02cf77490c4cb81fdc40044aa96661f60007,5325acbfb00fdcc8588e1a6fe870782d0031,2,Commuting,07:50,Online Other Car Hailing,,09:10,12.771392,a58337d1b8c98bf3225186673be3407b,d860edd1dd83b36f02ce52bde626c653,Shenzhen,Shenzhen,114.05479328723436,22.548521186728074,114.04008497919271,22.7018225991226
02cf77490c4cb81fdc40044aa96661f60007,5325acbfb00fdcc8588e1a6fe870782d0031,3,Visiting Friends,13:05,Online Bus Hailing,,16:40,21.446644,d8700cbd38cc9f30cecb34f0c195b137,71e09b16e21f7b6919bbfc43f6a5b2f0,Shenzhen,Shenzhen,114.04008497919271,22.7018225991226,113.9365367908754,22.538495155865863
02cf77490c4cb81fdc40044aa96661f60007,5325acbfb00fdcc8588e1a6fe870782d0031,4,Go to Hospital,17:20,Online Other Car Hailing,,21:35,5.002492,471c75ee6643a10934502bdafee198fb,cd89fef7ffdd490db800357f47722b20,Shenzhen,Shenzhen,113.9365367908754,22.538495155865863,114.07153353955499,22.57152592304988
02cf77490c4cb81fdc40044aa96661f60007,9642c2d4625647fcd9f25ddafec3da3f0032,1,Pick up,11:45,Walk,,16:00,11.736873,aebf7782a3d445f43cf30ee2c0d84dee,a10a26631d45928cb8be4ebabbee8b8d,Shenzhen,Shenzhen,114.01452118734166,22.50939878870163,114.05387225235107,22.527085930949635
115b68d6b6e2541c12be70081540b8a80008,cad9f36b681d1cb2f467698492d8d1d30034,1,Others,08:20,E-Bike,,15:05,1.103666,aebf7782a3d445f43cf30ee2c0d84dee,d8700cbd38cc9f30cecb34f0c195b137,Shenzhen,Shenzhen,114.00333283045208,22.508595732444952,114.06633084007385,22.536507131695558
115b68d6b6e2541c12be70081540b8a80008,e4118eb7ab071719c7142a8511538f380036,1,Entertainment,07:05,Company Car,,07:45,17.874399,0c9ebb2ded806d7ffda75cd0b95eb70c,71e09b16e21f7b6919bbfc43f6a5b2f0,Shenzhen,Shenzhen,114.00333283045208,22.508595732444952,114.05862430046814,22.604541628650928
115b68d6b6e2541c12be70081540b8a80008,e4118eb7ab071719c7142a8511538f380036,2,Visiting Friends,09:40,E-Bike,,11:50,17.170346,0c9ebb2ded806d7ffda75cd0b95eb70c,456ac9b0d15a8b7f1e71073221059886,Shenzhen,Shenzhen,114.05862430046814,22.604541628650928,116.65635513246795,40.354452368322676
115b68d6b6e2541c12be70081540b8a80008,e4118eb7ab071719c7142a8511538f380036,3,Pick up,14:30,Bus,,14:50,5.692692,afdec7005cc9f14302cd0474fd0f3c96,a1519de5b5d44b31a01de013b9b51a80,Shenzhen,Shenzhen,116.65635513246795,40.354452368322676,114.0550308763088,22.5520473863623
115b68d6b6e2541c12be70081540b8a80008,e4118eb7ab071719c7142a8511538f380036,4,Others,19:10,Bike,,19:35,13.262439,5d616dd38211ebb5d6ec52986674b6e4,07811dc6c422334ce36a09ff5cd6fe71,Shenzhen,Shenzhen,114.0550308763088,22.5520473863623,113.986828408353,22.564045625435504
115b68d6b6e2541c12be70081540b8a80008,37eda27da14db28da171a7fd7111fc510037,1,Go to Hospital,07:10,Bus,,08:40,4.628161,708f3cf8100d5e71834b1db77dfa15d6,f3e52c300b822a8123e7ace55fe15c08,Shenzhen,Shenzhen,114.00333283045208,22.508595732444952,114.05207728606985,22.54770156333368
115b68d6b6e2541c12be70081540b8a80008,37eda27da14db28da171a7fd7111fc510037,2,Go to Hospital,09:05,Shared Bike,,15:50,1.9897599999999998,a89cf525e1d9f04d16ce31165e139a4b,cd89fef7ffdd490db800357f47722b20,Shenzhen,Shenzhen,114.05207728606985,22.54770156333368,114.07062364913118,22.578399621150442
115b68d6b6e2541c12be70081540b8a80008,3fe17a91c3fb3778277d60aec1c338220038,1,Go to School,07:00,Online Other Car Hailing,,07:30,15.162946,e327b1649d06bf74fceb4fe73f83bdba,5d616dd38211ebb5d6ec52986674b6e4,Shenzhen,Shenzhen,114.00333283045208,22.508595732444952,113.95005160851404,22.555603631670863
115b68d6b6e2541c12be70081540b8a80008,3fe17a91c3fb3778277d60aec1c338220038,2,Others,08:45,Private Car (Shared Ride),,10:10,0.602136,24146db4eb48c718b84cae0a0799dcfc,1019c8091693ef5c5f55970346633f92,Shenzhen,Shenzhen,113.95005160851404,22.555603631670863,114.0620771717006,22.543057222193603
115b68d6b6e2541c12be70081540b8a80008,3fe17a91c3fb3778277d60aec1c338220038,3,Shopping,11:10,Metro,,15:40,3.8498129999999997,ebd6d2f5d60ff9afaeda1a81fc53e2d0,a1519de5b5d44b31a01de013b9b51a80,Shenzhen,Shenzhen,114.0620771717006,22.543057222193603,114.0828544609029,22.624712039398908
115b68d6b6e2541c12be70081540b8a80008,3fe17a91c3fb3778277d60aec1c338220038,4,Commuting,16:45,Walk,,21:20,2.4072810000000002,e515df0d202ae52fcebb14295743063b,3806734b256c27e41ec2c6bffa26d9e7,Shenzhen,Shenzhen,114.0828544609029,22.624712039398908,114.0538860114508,22.54912945649459
115b68d6b6e2541c12be70081540b8a80008,3285f459d218c1c1162e78978606656c0040,1,Pick up,17:50,Private Car (Driving),,19:05,0.476959,f33ba15effa5c10e873bf3842afb46a6,a1519de5b5d44b31a01de013b9b51a80,Shenzhen,Shenzhen,114.00333283045208,22.508595732444952,113.93752798396143,22.54782227898658
115b68d6b6e2541c12be70081540b8a80008,3285f459d218c1c1162e78978606656c0040,2,Go to School,19:35,E-Bike,,19:50,8.447351,fed33392d3a48aa149a87a38b875ba4a,6c0958d82a830a02c0718147b1b565c1,Shenzhen,Shenzhen,113.93752798396143,22.54782227898658,114.06049210499948,22.54724494378346
115b68d6b6e2541c12be70081540b8a80008,8a26205dec42641fd29d64ea467ad36e0041,1,Business,14:10,Private Car (Driving),,14:15,2.695471,a58337d1b8c98bf3225186673be3407b,cd89fef7ffdd490db800357f47722b20,Shenzhen,Shenzhen,114.00333283045208,22.508595732444952,114.07390761715534,22.55290079091845
115b68d6b6e2541c12be70081540b8a80008,8a26205dec42641fd29d64ea467ad36e0041,2,Visiting Friends,15:40,Online Bus Hailing,,18:15,2.457361,43dd49b4fdb9bede653e94468ff8df1e,65cc2c8205a05d7379fa3a6386f710e1,Shenzhen,Shenzhen,114.07390761715534,22.55290079091845,114.0520723920253,22.554800079413987
115b68d6b6e2541c12be70081540b8a80008,303b53533921733916d1f68de94c5a670042,1,Pick up,09:35,Private Car (Driving),,17:35,8.653069,24146db4eb48c718b84cae0a0799dcfc,814a9c18f5abff398787c9cfcbf3d80c,Shenzhen,Shenzhen,114.00333283045208,22.508595732444952,114.08944162015707,22.55295589203988
115b68d6b6e2541c12be70081540b8a80008,303b53533921733916d1f68de94c5a670042,2,Go to School,20:15,Private Car (Driving),,21:05,21.624681,a1519de5b5d44b31a01de013b9b51a80,2d579dc29360d8bbfbb4aa541de5afa9,Shenzhen,Shenzhen,114.08944162015707,22.55295589203988,114.01086431776095,22.599146180727626
3ed045d2c2b144bf0fad15490395afeb0009,88f52345eb2f53bcf090278029dca3b20043,1,Others,01:40,Metro,,08:50,4.167423,95192c98732387165bf8e396c0f2dad2,77f959f119f4fb2321e9ce801e2f5163,Shenzhen,Shenzhen,114.03922437948818,22.55731805513212,114.05517308211996,22.549335181026468
3ed045d2c2b144bf0fad15490395afeb0009,88f52345eb2f53bcf090278029dca3b20043,2,Visiting Friends,09:45,Walk,,20:50,8.724811,2d579dc29360d8bbfbb4aa541de5afa9,f8c0c968632845cd133308b1a494967f,Shenzhen,Shenzhen,114.05517308211996,22.549335181026468,114.06146989771366,22.528276492283158
3ed045d2c2b144bf0fad15490395afeb0009,586e31fd9bee2043560c02060e7995fa0044,1,Entertainment,07:15,Walk,,09:50,7.6867990000000015,df4fe8a8bcd5c95cdb640aa9793bb32b,c92a10324374fac681719d63979d00fe,Shenzhen,Shenzhen,114.03922437948818,22.55731805513212,114.04008497919271,22.7018225991226
3ed045d2c2b144bf0fad15490395afeb0009,586e31fd9bee2043560c02060e7995fa0044,2,Business,11:00,E-Bike,,13:05,37.725365999999994,07811dc6c422334ce36a09ff5cd6fe71,3366297a637d4a3a358dfc6faad2fcf5,Shenzhen,Shenzhen,114.04008497919271,22.7018225991226,114.04686003822958,22.54874369099661
3ed045d2c2b144bf0fad15490395afeb0009,586e31fd9bee2043560c02060e7995fa0044,3,Commuting,13:35,E-Bike,,17:15,12.771392,ea6b2efbdd4255a9f1b3bbc6399b58f4,d8700cbd38cc9f30cecb34f0c195b137,Shenzhen,Shenzhen,114.04686003822958,22.54874369099661,114.05481088349941,22.54716650910207
3ed045d2c2b144bf0fad15490395afeb0009,586e31fd9bee2043560c02060e7995fa0044,4,Go Back to Workplace / School,17:20,Online Bus Hailing,,18:20,21.446644,7cce53cf90577442771720a370c3c723,bd4d08cd70f4be1982372107b3b448ef,Shenzhen,Shenzhen,114.05481088349941,22.54716650910207,114.05278458027807,22.54997759833212
3ed045d2c2b144bf0fad15490395afeb0009,ef0e921357f536e7634daf88e62608750045,1,Commuting,06:50,Online Other Car Hailing,,08:40,2.19711,b06f50d1f89bd8b2a0fb771c1a69c2b0,ebd6d2f5d60ff9afaeda1a81fc53e2d0,Shenzhen,Shenzhen,114.03922437948818,22.55731805513212,114.07153353955499,22.57152592304988
3ed045d2c2b144bf0fad15490395afeb0009,ef0e921357f536e7634daf88e62608750045,2,Go Home,11:10,Bus,,15:05,1.5935350000000001,f33ba15effa5c10e873bf3842afb46a6,ebd6d2f5d60ff9afaeda1a81fc53e2d0,Shenzhen,Shenzhen,114.07153353955499,22.57152592304988,114.0461420432508,22.57499532421432
