Trip_Num,From_TAZ,To_TAZ
3,65cc2c8205a05d7379fa3a6386f710e1,ea1818cbe59c23b20f1a10a8aa083a82
19,65cc2c8205a05d7379fa3a6386f710e1,2d579dc29360d8bbfbb4aa541de5afa9
5,65cc2c8205a05d7379fa3a6386f710e1,33bdf955c5d92555d8977eff1c5815c5
5,65cc2c8205a05d7379fa3a6386f710e1,853bb47a93581ead37b1bcd749d34787
4,65cc2c8205a05d7379fa3a6386f710e1,43cf3ae60279360eab2d678461a565c3
6,65cc2c8205a05d7379fa3a6386f710e1,2d405b367158e3f12d7c1e31a96b3af3
28,65cc2c8205a05d7379fa3a6386f710e1,ef8446f35513a8d6aa2308357a268a7e
2,65cc2c8205a05d7379fa3a6386f710e1,285a25c17f351708754cdb6d56f3962e
9,65cc2c8205a05d7379fa3a6386f710e1,5b4e9aa703d0bfa11041debaa2d1b633
13,65cc2c8205a05d7379fa3a6386f710e1,848c4965359e617d5e16c924b4a85fd9
12,65cc2c8205a05d7379fa3a6386f710e1,ce60ff163cab97029cc727e20e0fc3a7
1,65cc2c8205a05d7379fa3a6386f710e1,3b3fff6463464959dcd1b68d0320f781
24,65cc2c8205a05d7379fa3a6386f710e1,2b0aa0d9e30ea3a55fc271ced8364536
3,65cc2c8205a05d7379fa3a6386f710e1,4ba29b9f9e5732ed33761840f4ba6c53
4,65cc2c8205a05d7379fa3a6386f710e1,989652eef28bc49eec908063ba36a854
1,65cc2c8205a05d7379fa3a6386f710e1,d8ab1a52f058358b947cdf8261b5e1a2
2,65cc2c8205a05d7379fa3a6386f710e1,01259a0cb2431834302abe2df60a1327
79,65cc2c8205a05d7379fa3a6386f710e1,4ca82782c5372a547c104929f03fe7a9
32,65cc2c8205a05d7379fa3a6386f710e1,49b8b4f95f02e055801da3b4f58e28b7
6,65cc2c8205a05d7379fa3a6386f710e1,97af07a14cacba681feacf3012730892
50,65cc2c8205a05d7379fa3a6386f710e1,335cd1b90bfa4ee70b39d08a4ae0cf2d
43,65cc2c8205a05d7379fa3a6386f710e1,7cce53cf90577442771720a370c3c723
45,65cc2c8205a05d7379fa3a6386f710e1,253614bbac999b38b5b60cae531c4969
24,65cc2c8205a05d7379fa3a6386f710e1,2e2079d63348233d91cad1fa9b1361e9
20,65cc2c8205a05d7379fa3a6386f710e1,f44ee263952e65b3610b8ba51229d1f9
9,65cc2c8205a05d7379fa3a6386f710e1,d10ddbe86fe1df4e50c91d66087cbc6a
2,65cc2c8205a05d7379fa3a6386f710e1,a714ec6796f638ba4d5792f78dccd134
4,65cc2c8205a05d7379fa3a6386f710e1,8db9264228dc48fbf47535e888c02ae0
116,65cc2c8205a05d7379fa3a6386f710e1,f4dd765c12f2ef67f98f3558c282a9cd
3,65cc2c8205a05d7379fa3a6386f710e1,48f7d3043bc03e6c48a6f0ebc0f258a8
7,65cc2c8205a05d7379fa3a6386f710e1,7884a9652e94555c70f96b6be63be216
6,65cc2c8205a05d7379fa3a6386f710e1,fc2c7c47b918d0c2d792a719dfb602ef
3,65cc2c8205a05d7379fa3a6386f710e1,494ba9ff03bdad881378a6fd4092a6c7
76,65cc2c8205a05d7379fa3a6386f710e1,f8c0c968632845cd133308b1a494967f
19,65cc2c8205a05d7379fa3a6386f710e1,a10a26631d45928cb8be4ebabbee8b8d
6,65cc2c8205a05d7379fa3a6386f710e1,f8b932c70d0b2e6bf071729a4fa68dfc
2,65cc2c8205a05d7379fa3a6386f710e1,237168031d88451c78fd8d6d6378c0b2
14,65cc2c8205a05d7379fa3a6386f710e1,f0b1d5879866f2c2eba77f39993d1184
3,65cc2c8205a05d7379fa3a6386f710e1,a92c274b8be496fb05d95033552eeddd
6,65cc2c8205a05d7379fa3a6386f710e1,73231e53eeef362c814c8522f5257286
43,65cc2c8205a05d7379fa3a6386f710e1,d79c6256b9bdac53a55801a066b70da3
5,65cc2c8205a05d7379fa3a6386f710e1,f8f5161cf94df05793592f5fab95138b
11,65cc2c8205a05d7379fa3a6386f710e1,e60e81c4cbe5171cd654662d9887aec2
12,65cc2c8205a05d7379fa3a6386f710e1,5a9d8bf5b7a4b35f3110dde8673bdda2
2,65cc2c8205a05d7379fa3a6386f710e1,e7023ba77a45f7e84c5ee8a28dd63585
6,65cc2c8205a05d7379fa3a6386f710e1,4ba3c163cd1efd4c14e3a415fa0a3010
2,65cc2c8205a05d7379fa3a6386f710e1,252a3dbaeb32e7690242ad3b556e626b
1,65cc2c8205a05d7379fa3a6386f710e1,cffb6e2288a630c2a787a64ccc67097c
1,65cc2c8205a05d7379fa3a6386f710e1,4b01078e96f65f2ad6573ce6fecc944d
5,65cc2c8205a05d7379fa3a6386f710e1,56a8da1d3bcb2e9b334a778be5b1d781
1,65cc2c8205a05d7379fa3a6386f710e1,b5ecbbf5782cc7fe9e453f3a2f26f24b
2,65cc2c8205a05d7379fa3a6386f710e1,501627aa14e37bd1d4143159e0e9620f
23,65cc2c8205a05d7379fa3a6386f710e1,c02f9de3c2f3040751818aacc7f60b74
26,65cc2c8205a05d7379fa3a6386f710e1,d2a452edff079ca6980edcf54cc49945
5,65cc2c8205a05d7379fa3a6386f710e1,6ef80bb237adf4b6f77d0700e1255907
21,65cc2c8205a05d7379fa3a6386f710e1,296472c9542ad4d4788d543508116cbc
7,65cc2c8205a05d7379fa3a6386f710e1,194cf6c2de8e00c05fcf16c498adc7bf
1,65cc2c8205a05d7379fa3a6386f710e1,56577889b3c1cd083b6d7b32d32f99d5
3,65cc2c8205a05d7379fa3a6386f710e1,7d411dca7348327b71e894c52e76eeeb
2,65cc2c8205a05d7379fa3a6386f710e1,50c1f44e426560f3f2cdcb3e19e39903
21,65cc2c8205a05d7379fa3a6386f710e1,a501bebf79d570651ff601788ea9d16d
2,65cc2c8205a05d7379fa3a6386f710e1,a0ba2648acd23dc7a5829968ce531a7d
6,65cc2c8205a05d7379fa3a6386f710e1,018dd1e07a2de4a08e6612341bf2323e
1,65cc2c8205a05d7379fa3a6386f710e1,3983e1512aa570c564fab522bdb3efa5
7,65cc2c8205a05d7379fa3a6386f710e1,147ebe637038ca50a1265abac8dea181
3,65cc2c8205a05d7379fa3a6386f710e1,7abdfbd11b37a9f822fb1ffefb860a31
31,65cc2c8205a05d7379fa3a6386f710e1,250b164d84ea39a488422da8500786e6
2,65cc2c8205a05d7379fa3a6386f710e1,3a61ed715ee66c48bacf237fa7bb5289
15,65cc2c8205a05d7379fa3a6386f710e1,d5a28f81834b6df2b6db6d3e5e2635c7
4,65cc2c8205a05d7379fa3a6386f710e1,cb5f984421c93f1efb42b53a43f83c3a
4,65cc2c8205a05d7379fa3a6386f710e1,d01eeca8b24321cd2fe89dd85b9beb51
4,65cc2c8205a05d7379fa3a6386f710e1,43b52842663fa6e4100c72751d08de6f
6,65cc2c8205a05d7379fa3a6386f710e1,cf1cf43cba274ae7f413e864682b80f8
6,65cc2c8205a05d7379fa3a6386f710e1,249338e601902b14d0f529fe5e6ae417
2,65cc2c8205a05d7379fa3a6386f710e1,3f647cadf56541fb9513cb63ec370187
10,65cc2c8205a05d7379fa3a6386f710e1,22b1cd168ec628442b3d4dc00fca434b
3,65cc2c8205a05d7379fa3a6386f710e1,d14388bb836687ff2b16b7bee6bab182
4,65cc2c8205a05d7379fa3a6386f710e1,7ac71d433f282034e088473244df8c02
6,65cc2c8205a05d7379fa3a6386f710e1,4efb80f630ccecb2d3b9b2087b0f9c89
1,65cc2c8205a05d7379fa3a6386f710e1,26f5bd4aa64fdadf96152ca6e6408068
1,65cc2c8205a05d7379fa3a6386f710e1,0ffaca95e3e5242ba1097ad8a9a6e95d
1,65cc2c8205a05d7379fa3a6386f710e1,06f2e099b4f87109d52e15d7c05f0084
11,65cc2c8205a05d7379fa3a6386f710e1,739cf54211aa6b75dd3001d54064e7a7
2,65cc2c8205a05d7379fa3a6386f710e1,3910d2e3adfd0dc2e3a048f15c11eb74
2,65cc2c8205a05d7379fa3a6386f710e1,8620005ac78d8257435d490058c643dd
1,65cc2c8205a05d7379fa3a6386f710e1,72cad9e1f9ae79872b8d6ac34fc2851c
1,65cc2c8205a05d7379fa3a6386f710e1,573f7f25b7b1eb79a4ec6ba896debefd
1,65cc2c8205a05d7379fa3a6386f710e1,983a33a9a86796df362c1108e00f54a6
1,65cc2c8205a05d7379fa3a6386f710e1,ab8df9f7733db5611fd53748f1db282e
2,65cc2c8205a05d7379fa3a6386f710e1,744878fbdd26871c594f57ca61733e09
1,65cc2c8205a05d7379fa3a6386f710e1,37d7902cb2d3de686e497e31624d82e0
1,65cc2c8205a05d7379fa3a6386f710e1,37bf8bb245c5ae952fb107153f18958f
1,65cc2c8205a05d7379fa3a6386f710e1,e0a209539d1e74ab9fe46b9e01a19a97
1,65cc2c8205a05d7379fa3a6386f710e1,d3f93e7766e8e1b7ef66dfdd9a8be93b
1,65cc2c8205a05d7379fa3a6386f710e1,69b09198d4248b8f24494f27a01367b9
4,65cc2c8205a05d7379fa3a6386f710e1,d3c95acb3f4a091abb1fdc056dc68c1c
144,65cc2c8205a05d7379fa3a6386f710e1,b5488aeff42889188d03c9895255cecc
60,65cc2c8205a05d7379fa3a6386f710e1,a1519de5b5d44b31a01de013b9b51a80
5,65cc2c8205a05d7379fa3a6386f710e1,4e0223a87610176ef0d24ef6d2dcde3a
21,65cc2c8205a05d7379fa3a6386f710e1,fdaa09fc5ed18d3226b3a1a00f1bc48c
153,65cc2c8205a05d7379fa3a6386f710e1,5055cbf43fac3f7e2336b27310f0b9ef
38,65cc2c8205a05d7379fa3a6386f710e1,e5522f7ac7cd76f19b396595c9c25b40
253,65cc2c8205a05d7379fa3a6386f710e1,65d2ea03425887a717c435081cfc5dbb
9,65cc2c8205a05d7379fa3a6386f710e1,4d6b3e38b952600251ee92fe603170ff
2,65cc2c8205a05d7379fa3a6386f710e1,83691715fdc5baf20ed0742b0b85785b
1,65cc2c8205a05d7379fa3a6386f710e1,bf56a1b37b94243486b2034f8479c475
2,65cc2c8205a05d7379fa3a6386f710e1,e2f374c3418c50bc30d67d5f7454a5b4
24,65cc2c8205a05d7379fa3a6386f710e1,5481b2f34a74e427a2818014b8e103b0
92,65cc2c8205a05d7379fa3a6386f710e1,80f24ef493982c552b6943f1411f7e2c
6,65cc2c8205a05d7379fa3a6386f710e1,a6e8ad49045f0bef72fb92d7c4a97fed
1,65cc2c8205a05d7379fa3a6386f710e1,1458e7509aa5f47ecfb92536e7dd1dc7
9,65cc2c8205a05d7379fa3a6386f710e1,06ee4c5c93a9957c9b1bb3bd89e800c8
2,65cc2c8205a05d7379fa3a6386f710e1,b075703bbe07a50ddcccfaac424bb6d9
2,65cc2c8205a05d7379fa3a6386f710e1,91a4d5c9c78d0de89b38ff408f49f39c
20,65cc2c8205a05d7379fa3a6386f710e1,b06f50d1f89bd8b2a0fb771c1a69c2b0
7,65cc2c8205a05d7379fa3a6386f710e1,4a1590df1d5968d41b855005bb8b67bf
4,65cc2c8205a05d7379fa3a6386f710e1,77c493ec14246d748db3ee8fce0092db
2,65cc2c8205a05d7379fa3a6386f710e1,89a4779d3836ea432f7ea074e522a17e
4,65cc2c8205a05d7379fa3a6386f710e1,53fdae58e861476b182b0cd6beade809
28,65cc2c8205a05d7379fa3a6386f710e1,4eff0720836a198b6174eecf02cbfdbf
13,65cc2c8205a05d7379fa3a6386f710e1,955cb567b6e38f4c6b3f28cc857fc38c
12,65cc2c8205a05d7379fa3a6386f710e1,3fb451ca2e89b3a13095b059d8705b15
1,65cc2c8205a05d7379fa3a6386f710e1,f05f78cbeb9621b3e8c54bdf592be604
6,65cc2c8205a05d7379fa3a6386f710e1,ef72d53990bc4805684c9b61fa64a102
1790,65cc2c8205a05d7379fa3a6386f710e1,0768281a05da9f27df178b5c39a51263
4,65cc2c8205a05d7379fa3a6386f710e1,2b0f658cbffd284984fb11d90254081f
5,65cc2c8205a05d7379fa3a6386f710e1,9713faa264b94e2bf346a1bb52587fd8
24,65cc2c8205a05d7379fa3a6386f710e1,48db71587df6c7c442e5b76cc723169a
26,65cc2c8205a05d7379fa3a6386f710e1,9023effe3c16b0477df9b93e26d57e2c
8,65cc2c8205a05d7379fa3a6386f710e1,850af92f8d9903e7a4e0559a98ecc857
1,65cc2c8205a05d7379fa3a6386f710e1,7109af321d970c64a0154000a60e65c8
4,65cc2c8205a05d7379fa3a6386f710e1,a2186aa7c086b46ad4e8bf81e2a3a19b
49,65cc2c8205a05d7379fa3a6386f710e1,31857b449c407203749ae32dd0e7d64a
7,65cc2c8205a05d7379fa3a6386f710e1,55a0ce8200cf39c3028ebc66f356bf7e
7,65cc2c8205a05d7379fa3a6386f710e1,6917ff2a7b53421ff4066020e2d89eec
6,65cc2c8205a05d7379fa3a6386f710e1,4424d2deec2f9468fb61e2db07ecd6b6
1,65cc2c8205a05d7379fa3a6386f710e1,fbfe5ba2ce3309f522c335e949435612
25,65cc2c8205a05d7379fa3a6386f710e1,35309226eb45ec366ca86a4329a2b7c3
32,65cc2c8205a05d7379fa3a6386f710e1,d0fb963ff976f9c37fc81fe03c21ea7b
105,65cc2c8205a05d7379fa3a6386f710e1,58c54802a9fb9526cd0923353a34a7ae
1,65cc2c8205a05d7379fa3a6386f710e1,1013c8b99e603831ad123eab4b27660f
1,65cc2c8205a05d7379fa3a6386f710e1,90306a0237c000d33f4dbd3f8f41ba7c
3,65cc2c8205a05d7379fa3a6386f710e1,272e11700558e27be60f7489d2d782e7
1,65cc2c8205a05d7379fa3a6386f710e1,55563844bcd4bba067fe86ac1f008c7e
1,65cc2c8205a05d7379fa3a6386f710e1,8cea559c47e4fbdb73b23e0223d04e79
1,65cc2c8205a05d7379fa3a6386f710e1,084a8a9aa8cced9175bd07bc44998e75
2,65cc2c8205a05d7379fa3a6386f710e1,d9b1655c134b831076d6c45620a78c33
1,65cc2c8205a05d7379fa3a6386f710e1,8153349b1eb6f6c01622d4f395993bfe
1,65cc2c8205a05d7379fa3a6386f710e1,58d2d622ed4026cae2e56dffc5818a11
2,65cc2c8205a05d7379fa3a6386f710e1,45be58330c9a2ac2bc408ec210820fab
7,65cc2c8205a05d7379fa3a6386f710e1,f466e84e4d899dda09be2bf2d3d7ece3
52,65cc2c8205a05d7379fa3a6386f710e1,517f24c02e620d5a4dac1db388664a63
9,65cc2c8205a05d7379fa3a6386f710e1,471c75ee6643a10934502bdafee198fb
20,65cc2c8205a05d7379fa3a6386f710e1,814a9c18f5abff398787c9cfcbf3d80c
69,65cc2c8205a05d7379fa3a6386f710e1,e17184bcb70dcf3942c54e0b537ffc6d
21,65cc2c8205a05d7379fa3a6386f710e1,e68879a4839773d105f0689875dace83
9,65cc2c8205a05d7379fa3a6386f710e1,1fd7b875d3473501d1b771ebe934ca59
151,65cc2c8205a05d7379fa3a6386f710e1,ebb71045453f38676c40deb9864f811d
7,65cc2c8205a05d7379fa3a6386f710e1,4aeae10ea1c6433c926cdfa558d31134
2,65cc2c8205a05d7379fa3a6386f710e1,2654d1a3f16bf62d0dc4f91fa3ec9377
4,65cc2c8205a05d7379fa3a6386f710e1,f5ac21cd0ef1b88e9848571aeb53551a
1,65cc2c8205a05d7379fa3a6386f710e1,82356b37a12462391abf004c8362d389
7,65cc2c8205a05d7379fa3a6386f710e1,c8cd63e1bf13c5016881652983fb615a
270,65cc2c8205a05d7379fa3a6386f710e1,1019c8091693ef5c5f55970346633f92
1,65cc2c8205a05d7379fa3a6386f710e1,5ffaa9f5182c2a36843f438bb1fdbdea
7,65cc2c8205a05d7379fa3a6386f710e1,109d2dd3608f669ca17920c511c2a41e
13,65cc2c8205a05d7379fa3a6386f710e1,52dbb0686f8bd0c0c757acf716e28ec0
2,65cc2c8205a05d7379fa3a6386f710e1,177540c7bcb8db31697b601642eac8d4
5,65cc2c8205a05d7379fa3a6386f710e1,03bfc1d4783966c69cc6aef8247e0103
10,65cc2c8205a05d7379fa3a6386f710e1,4b86ca48d90bd5f0978afa3a012503a4
3,65cc2c8205a05d7379fa3a6386f710e1,015e31933548461020e2ba448e85995e
2,65cc2c8205a05d7379fa3a6386f710e1,44bf89b63173d40fb39f9842e308b3f9
18,65cc2c8205a05d7379fa3a6386f710e1,08040837089cdf46631a10aca5258e16
6,65cc2c8205a05d7379fa3a6386f710e1,828c3938b662961ed8f775ed638b97f2
17,65cc2c8205a05d7379fa3a6386f710e1,16ba72172e6a4f1de54d11ab6967e371
42,65cc2c8205a05d7379fa3a6386f710e1,71e09b16e21f7b6919bbfc43f6a5b2f0
5,65cc2c8205a05d7379fa3a6386f710e1,30f48cd3c7e73511070b95ee0a884c23
146,65cc2c8205a05d7379fa3a6386f710e1,84ddfb34126fc3a48ee38d7044e87276
5,65cc2c8205a05d7379fa3a6386f710e1,7e3315fe390974fcf25e44a9445bd821
8,65cc2c8205a05d7379fa3a6386f710e1,1d38dd921e15520709f86320185c5e1d
1,65cc2c8205a05d7379fa3a6386f710e1,d324a0cc02881779dcda44a675fdcaaa
5,65cc2c8205a05d7379fa3a6386f710e1,98baeb82b676b662e12a7af8ad9212f6
6,65cc2c8205a05d7379fa3a6386f710e1,3366297a637d4a3a358dfc6faad2fcf5
2,65cc2c8205a05d7379fa3a6386f710e1,415585bd389b69659223807d77a96791
1,65cc2c8205a05d7379fa3a6386f710e1,da0b566359c3862f20b5072c3d49bd0f
1,65cc2c8205a05d7379fa3a6386f710e1,0e4f5cc9f4f3f7f1651a6b9f9214e5b1
1,65cc2c8205a05d7379fa3a6386f710e1,d494020ff8ec181ef98ed97ac3f25453
11,65cc2c8205a05d7379fa3a6386f710e1,1192265fb31ab52a6332c561ee6e5258
151,65cc2c8205a05d7379fa3a6386f710e1,8d8818c8e140c64c743113f563cf750f
2,65cc2c8205a05d7379fa3a6386f710e1,1dba3025b159cd9354da65e2d0436a31
948,65cc2c8205a05d7379fa3a6386f710e1,456ac9b0d15a8b7f1e71073221059886
18,65cc2c8205a05d7379fa3a6386f710e1,ea6b2efbdd4255a9f1b3bbc6399b58f4
5,65cc2c8205a05d7379fa3a6386f710e1,c8862fc1a32725712838863fb1a260b9
2,65cc2c8205a05d7379fa3a6386f710e1,f04cd7399b2b0128970efb6d20b5c551
4,65cc2c8205a05d7379fa3a6386f710e1,7d2be41b1bde6ff8fe45150c37488ebb
29,65cc2c8205a05d7379fa3a6386f710e1,d63fbf8c3173730f82b150c5ef38b8ff
68,65cc2c8205a05d7379fa3a6386f710e1,4b86abe48d358ecf194c56c69108433e
9,65cc2c8205a05d7379fa3a6386f710e1,e84401ad27c4cfb9815776eb9432ff17
2,65cc2c8205a05d7379fa3a6386f710e1,1706f191d760c78dfcec5012e43b6714
1,65cc2c8205a05d7379fa3a6386f710e1,d6a2be6d87d35c6d161fde16f21a5864
44,65cc2c8205a05d7379fa3a6386f710e1,91c77393975889bd08f301c9e13a44b7
2,65cc2c8205a05d7379fa3a6386f710e1,35a0f1963430da063133ba27d695f851
153,65cc2c8205a05d7379fa3a6386f710e1,883e881bb4d22a7add958f2d6b052c9f
4,65cc2c8205a05d7379fa3a6386f710e1,067a26d87265ea39030f5bd82408ce7c
7,65cc2c8205a05d7379fa3a6386f710e1,8232e119d8f59aa83050a741631803a6
3,65cc2c8205a05d7379fa3a6386f710e1,2f364281f619584f24f63a794a12e354
1,65cc2c8205a05d7379fa3a6386f710e1,abdeb6f575ac5c6676b747bca8d09cc2
157,65cc2c8205a05d7379fa3a6386f710e1,95192c98732387165bf8e396c0f2dad2
1,65cc2c8205a05d7379fa3a6386f710e1,fef6f971605336724b5e6c0c12dc2534
4,65cc2c8205a05d7379fa3a6386f710e1,dc6e224a8d74ce03bf301152d6e33e97
85,65cc2c8205a05d7379fa3a6386f710e1,6d70cb65d15211726dcce4c0e971e21c
1,65cc2c8205a05d7379fa3a6386f710e1,3be0214185d6177a9aa6adea5a720b09
3,65cc2c8205a05d7379fa3a6386f710e1,a96d3afec184766bfeca7a9f989fc7e7
1,65cc2c8205a05d7379fa3a6386f710e1,416849da96fb73bee793e2bf65ae43ac
34,65cc2c8205a05d7379fa3a6386f710e1,5607fe8879e4fd269e88387e8cb30b7e
321,65cc2c8205a05d7379fa3a6386f710e1,cd89fef7ffdd490db800357f47722b20
6,65cc2c8205a05d7379fa3a6386f710e1,ca172e964907a97d5ebd876bfdd4adbd
174,65cc2c8205a05d7379fa3a6386f710e1,ebd6d2f5d60ff9afaeda1a81fc53e2d0
12,65cc2c8205a05d7379fa3a6386f710e1,27ed0fb950b856b06e1273989422e7d3
69,65cc2c8205a05d7379fa3a6386f710e1,2b3bf3eee2475e03885a110e9acaab61
8,65cc2c8205a05d7379fa3a6386f710e1,8e489b4966fe8f703b5be647f1cbae63
239,65cc2c8205a05d7379fa3a6386f710e1,537d9b6c927223c796cac288cced29df
33,65cc2c8205a05d7379fa3a6386f710e1,d8700cbd38cc9f30cecb34f0c195b137
28,65cc2c8205a05d7379fa3a6386f710e1,43c656628a4a479e108ed86f7a28a010
6,65cc2c8205a05d7379fa3a6386f710e1,049671e28a386427e432b3370a22aae4
11,65cc2c8205a05d7379fa3a6386f710e1,b17c0907e67d868b4e0feb43dbbe6f11
69,65cc2c8205a05d7379fa3a6386f710e1,bdb106a0560c4e46ccc488ef010af787
1,65cc2c8205a05d7379fa3a6386f710e1,9f4768b4bd4a205e1d3a60398ab022a2
1,65cc2c8205a05d7379fa3a6386f710e1,1f4fe6a4411edc2ff625888b4093e917
6,65cc2c8205a05d7379fa3a6386f710e1,351869bde8b9d6ad1e3090bd173f600d
2,65cc2c8205a05d7379fa3a6386f710e1,e93f31bd97b60ca8a84677546051539c
9,65cc2c8205a05d7379fa3a6386f710e1,3e33b970f21d2fc65096871ea0d2c6e4
11,65cc2c8205a05d7379fa3a6386f710e1,d02e9bdc27a894e882fa0c9055c99722
47,65cc2c8205a05d7379fa3a6386f710e1,41a60377ba920919939d83326ebee5a1
1,65cc2c8205a05d7379fa3a6386f710e1,87f7ee4fdb57bdfd52179947211b7ebb
4,65cc2c8205a05d7379fa3a6386f710e1,033daef61ea8721921fbbeebb6f87313
4,65cc2c8205a05d7379fa3a6386f710e1,f8eb278a8bce873ef365b45e939da38a
11,65cc2c8205a05d7379fa3a6386f710e1,add5aebfcb33a2206b6497d53bc4f309
133,65cc2c8205a05d7379fa3a6386f710e1,4dcf435435894a4d0972046fc566af76
37,65cc2c8205a05d7379fa3a6386f710e1,8965f76632d7672e7d3cf29c87ecaa0c
28,65cc2c8205a05d7379fa3a6386f710e1,a48564053b3c7b54800246348c7fa4a0
93,65cc2c8205a05d7379fa3a6386f710e1,20479c788fb27378c2c99eadcf207e7f
